,title,reviews,stars
571,Unfriendly and in a rush,"My husband and I received a gift virgin experience day for the shard and for the steakhouse in Middlesex Street E1 7JF 
I can't fault the shards absolutely wonderful very pleasant staff great atmosphere, unfortunately can't say the same for London steakhouse co. 
On arrival...More",1
572,Wonderful experience!,"We had a wonderful experience here, the food was fantastic,  staff were absolutely amazing,  so friendly and couldn't do too much for you.  The restaurant is beautiful,  I highly recommend you visit!",5
573,It's gone downhill I'm afraid,"I used to love coming here as the food and service were consistently good.  However, everything seems to be going downhill now based on the experience of my last two visits, and it's a real shame: poor service; tiny cocktails; inadequately cooked steaks (even the...More",2
574,A substantial lunch,"Booked the Virgin Experience (5 course + cocktails ) and received a warm welcome. Cocktails arrived as ordered but were unfortunately, preceded by our Soup ! This was however quickly sorted out and we enjoyed all 5 courses in the correct order. The food was...More",4
575,Great food and service,This was our Valentines day visit and first time at London Steakhouse. The food was exceptionally good and worth the value. Thank you for the great service!,5
576,Wonderful time,It was our first time to visit London Steakhouse Co. and we love it. Surely we will back soon. the staff was wonderful. thank you.,4
577,Don’t trust- Virgin experience voucher for a 3 course dinner plus complementary cocktail for 2.,We booked using the voucher for a Saturday on our anniversary weekend. On arrival we showed our voucher again & were given an a la carte menu with no explanation. We ordered one steak with chips & one risotto plus one beer & one water....More,1
578,Great place with great steak,"Lovely welcome, lovely atmosphere, food was done to exactly how we wanted it. Defiantly have the opinion rings",5
579,Food good but not the best experience,"Firstly the food was very good and the table service good. We did a Virgin Experience Deal I know it would be expensive but I did the VIP upgrade to cover almost everything or so I thought, when you do this it say relax leave...More",3
580,Not Good,"We took advantage of a voucher offer and had to pay £25 to get there by taxi, We Arrived and were told the table would be ready soon. We waited 15 minutes at the bar with NO ONE asking if we would like a drink,...More",1
581,Terrible food,we went here with my husband on valentines day and we dont recommended here. food is rubbish cold and raw. we paid 150 pound and we couldnt eat anything',1
582,Terrible Experience,I wish I had taken the time to read other reviews. We also had a Virgin Experience voucher as a gift that included the view from the Shard. Everything about that voucher suggested that the restaurant was at or near the Shard. No. We arrived...More,1
583,Would not go back,"The venue was gorgeous venue but sadly that’s where the positives ended. The service we received was appalling, we were treated like we shouldn’t be there because we had a buy a gift voucher. The food was way below par, I have eaten plenty of...More",1
584,Lovely,I enjoyed the medium rare meat for once it was perfectly presented.i didn't give five stars because we had to wait a while to find space to sit,4
585,Valentine’s Day meal. My husband,Valentine’s Day meal. My husband and I went last night. What a lovely restaurant. Staff lovely. Food amazing. We had the Roast Pork belly for starters. Then the Free Range Pan Roasted Chicken Breast for the main and then Sticky Toffee Puddings for dessert. I...More,5
586,Disappointing,"Bought-a 3 course steak meal.  First impression, toilets were dirty.  Food was slow and cold. Steak was cold and chewy and wasn’t accompanied with sides, bought separate.",1
587,Relaxed and good food,"Had a cocktail, starter, mains and desert 
Genuinely lovely atmosphere and decor with great service, starter (chicken liver parfait) was really delicious, my boyfriend felt the same for his mackerel starter. I then had beef boeuf bourguignon which for me wasn’t the best, it needs...More",4
